              Mückenhausen Unternehmensgruppe

              Artmeier Bus GmbH & Co. KG

              Mettener Str. 15

              94469 Deggendorf

              Telefon: +49-991 991 34110

              www.artmeier-bus.de

                                                                                                                                                            gültig ab                                01.01.2025

              Stadtbus Deggendorf Linie 3 Aletsberg -                                                                           Stammstrecke -

              Mietraching und                                    zurück

              Verkehrstage                                                                   Montag - Freitag                                               Samstag

              Verkehrshinweise

              Deggendorf, Obere Aletsberger Straße           ab  08:12  09:12  10:12  11:12  12:12  13:12  14:12  15:12  16:12  17:12  18:12  08:12  09:12  10:12                             11:12  12:12  13:12

              Deggendorf, Eichthalstr.                           08:13  09:13  10:13  11:13  12:13  13:13  14:13  15:13  16:13  17:13  18:13  08:13  09:13  10:13                             11:13  12:13  13:13

              Deggendorf, Kurt-Schumacher-Str.                   08:14  09:14  10:14  11:14  12:14  13:14  14:14  15:14  16:14  17:14  18:14  08:14  09:14  10:14                             11:14  12:14  13:14

              Deggendorf, Dr.-Reus-Str.                          08:15  09:15  10:15  11:15  12:15  13:15  14:15  15:15  16:15  17:15  18:15  08:15  09:15  10:15                             11:15  12:15  13:15

              Deggendorf, Godehardstraße                         08:16  09:16  10:16  11:16  12:16  13:16  14:16  15:16  16:16  17:16  18:16  08:16  09:16  10:16                             11:16  12:16  13:16

              Deggendorf, Godehardstraße-Mitte                   08:17  09:17  10:17  11:17  12:17  13:17  14:17  15:17  16:17  17:17  18:17  08:17  09:17  10:17                             11:17  12:17  13:17

              Deggendorf, Godehard/Egger Str.                    08:17  09:17  10:17  11:17  12:17  13:17  14:17  15:17  16:17  17:17  18:17  08:17  09:17  10:17                             11:17  12:17  13:17

              Deggendorf, Egger Str. Abzw. Aletsberger Str.      08:18  09:18  10:18  11:18  12:18  13:18  14:18  15:18  16:18  17:18  18:18  08:18  09:18  10:18                             11:18  12:18  13:18

              Deggendorf, Egger Str./Schulzentrum                08:19  09:19  10:19  11:19  12:19  13:19  14:19  15:19  16:19  17:19  18:19  08:19  09:19  10:19                             11:19  12:19  13:19

              Deggendorf, Egger Str. Abzw. Stadtfeldstr.         08:19  09:19  10:19  11:19  12:19  13:19  14:19  15:19  16:19  17:19  18:19  08:19  09:19  10:19                             11:19  12:19  13:19

              Deggendorf Hbf 10                              an  08:21  09:21  10:21  11:21  12:21  13:21  14:21  15:21  16:21  17:21  18:21  08:21  09:21  10:21                             11:21  12:21  13:21

Stammstrecke  Deggendorf Hbf 10                              ab  08:22  09:22  10:22  11:22  12:22  13:22  14:22  15:22  16:22  17:22  18:22  08:22  09:22  10:22                             11:22  12:22  13:22

              Deggendorf, Schachinger Weg                        08:23  09:23  10:23  11:23  12:23  13:23  14:23  15:23  16:23  17:23  18:23  08:23  09:23  10:23                             11:23  12:23  13:23

              Deggendorf, Busbhf. 9                              08:24  09:24  10:24  11:24  12:24  13:24  14:24  15:24  16:24  17:24  18:24  08:24  09:24  10:24                             11:24  12:24  13:24

              Deggendorf, Stadthallen                            08:25  09:25  10:25  11:25  12:25  13:25  14:25  15:25  16:25  17:25  18:25  08:25  09:25  10:25                             11:25  12:25  13:25

              Deggendorf, Technische Hochschule                  08:26  09:26  10:26  11:26  12:26  13:26  14:26  15:26  16:26  17:26  18:26  08:26  09:26  10:26                             11:26  12:26  13:26

              Deggendorf, Werftstraße                            08:27  09:27  10:27  11:27  12:27  13:27  14:27  15:27  16:27  17:27  18:27  08:27  09:27  10:27                             11:27  12:27  13:27

              Deggendorf, Untere Vorstadt                        08:29  09:29  10:29  11:29  12:29  13:29  14:29  15:29  16:29  17:29  18:29  08:29  09:29  10:29                             11:29  12:29  13:29

              Deggendorf, Luitpoldplatz Ost                      08:30  09:30  10:30  11:30  12:30  13:30  14:30  15:30  16:30  17:30  18:30  08:30  09:30  10:30                             11:30  12:30  13:30

              Deggendorf, Oberer Stadtplatz Ost                  08:31  09:31  10:31  11:31  12:31  13:31  14:31  15:31  16:31  17:31  18:31  08:31  09:31  10:31                             11:31  12:31  13:31

              Deggendorf, Bachstraße                             08:32  09:32  10:32  11:32  12:32  13:32  14:32  15:32  16:32  17:32  18:32  08:32  09:32  10:32                             11:32  12:32  13:32

              Deggendorf, Löweckkreuzung                         08:33  09:33  10:33  11:33  12:33  13:33  14:33  15:33  16:33  17:33  18:33  08:33  09:33  10:33                             11:33  12:33  13:33

              Deggendorf, Rusel/Prellingerstr.                   08:34  09:34  10:34  11:34  12:34  13:34  14:34  15:34  16:34  17:34  18:34  08:34  09:34  10:34                             11:34  12:34  13:34

              Deggendorf, Mühlenweg                              08:35  09:35  10:35  11:35  12:35  13:35  14:35  15:35  16:35  17:35  18:35  08:35  09:35  10:35                             11:35  12:35  13:35

              Deggendorf, Kieslingstraße                         08:36  09:36  10:36  11:36  12:36  13:36  14:36  15:36  16:36  17:36  18:36  08:36  09:36  10:36                             11:36  12:36  13:36

              Deggendorf, Kleinsiedlung/Madererstr.              08:37  09:37  10:37  11:37  12:37  13:37  14:37  15:37  16:37  17:37  18:37  08:37  09:37  10:37                             11:37  12:37  13:37

              Deggendorf, Am Waffenhammer                        08:38  09:38  10:38  11:38  12:38  13:38  14:38  15:38  16:38  17:38  18:38  08:38  09:38  10:38                             11:38  12:38  13:38

              Deggendorf, Kleinwalding                           08:39  09:39  10:39  11:39  12:39  13:39  14:39  15:39  16:39  17:39  18:39  08:39  09:39  10:39                             11:39  12:39  13:39

              Deggendorf, Marienthal                             08:40  09:40  10:40  11:40  12:40  13:40  14:40  15:40  16:40  17:40  18:40  08:40  09:40  10:40                             11:40  12:40  13:40

              Deggendorf, Itzlinger Straße                       08:41  09:41  10:41  11:41  12:41  13:41  14:41  15:41  16:41  17:41  18:41  08:41  09:41  10:41                             11:41  12:41  13:41

              Deggendorf, Hochsteinstraße                        08:42  09:42  10:42  11:42  12:42  13:42  14:42  15:42  16:42  17:42  18:42  08:42  09:42  10:42                             11:42  12:42  13:42

              Mietraching, Schule                                08:43  09:43  10:43  11:43  12:43  13:43  14:43  15:43  16:43  17:43  18:43  08:43  09:43  10:43                             11:43  12:43  13:43

              Deggendorf, Hochsteinstraße                        08:44  09:44  10:44  11:44  12:44  13:44  14:44  15:44  16:44  17:44  18:44  08:44  09:44  10:44                             11:44  12:44  13:44

              Deggendorf, Itzlinger Straße                       08:45  09:45  10:45  11:45  12:45  13:45  14:45  15:45  16:45  17:45  18:45  08:45  09:45  10:45                             11:45  12:45  13:45

              Deggendorf, Marienthal                             08:46  09:46  10:46  11:46  12:46  13:46  14:46  15:46  16:46  17:46  18:46  08:46  09:46  10:46                             11:46  12:46  13:46

              Deggendorf, Großwalding                            08:47  09:47  10:47  11:47  12:47  13:47  14:47  15:47  16:47  17:47  18:47  08:47  09:47  10:47                             11:47  12:47  13:47

              Deggendorf, Theodor-Eckert-Straße                  08:48  09:48  10:48  11:48  12:48  13:48  14:48  15:48  16:48  17:48  18:48  08:48  09:48  10:48                             11:48  12:48  13:48

              Deggendorf, Kleinsiedlung/Madererstr.              08:50  09:50  10:50  11:50  12:50  13:50  14:50  15:50  16:50  17:50  18:50  08:50  09:50  10:50                             11:50  12:50  13:50

              Deggendorf, Mühlenweg                              08:51  09:51  10:51  11:51  12:51  13:51  14:51  15:51  16:51  17:51  18:51  08:51  09:51  10:51                             11:51  12:51  13:51

              Deggendorf, Rusel/Ulrichsberger Str.               08:52  09:52  10:52  11:52  12:52  13:52  14:52  15:52  16:52  17:52  18:52  08:52  09:52  10:52                             11:52  12:52  13:52

              Deggendorf, Löweckkreuzung                         08:53  09:53  10:53  11:53  12:53  13:53  14:53  15:53  16:53  17:53  18:53  08:53  09:53  10:53                             11:53  12:53  13:53

              Deggendorf, Bachstraße                             08:54  09:54  10:54  11:54  12:54  13:54  14:54  15:54  16:54  17:54  18:54  08:54  09:54  10:54                             11:54  12:54  13:54

              Deggendorf, Oberer Stadtplatz West             an  08:55  09:55  10:55  11:55  12:55  13:55  14:55  15:55  16:55  17:55  18:55  08:55  09:55  10:55                             11:55  12:55  13:55

Stammstrecke  Deggendorf, Oberer Stadtplatz West             ab  08:56  09:56  10:56  11:56  12:56  13:56  14:56  15:56  16:56  17:56  18:56  08:56  09:56  10:56                             11:56  12:56  13:56

              Deggendorf, Luitpoldplatz West                     08:57  09:57  10:57  11:57  12:57  13:57  14:57  15:57  16:57  17:57  18:57  08:57  09:57  10:57                             11:57  12:57  13:57

              Deggendorf, Untere Vorstadt                        08:59  09:59  10:59  11:59  12:59  13:59  14:59  15:59  16:59  17:59  18:58  08:59  09:59  10:59                             11:59  12:59  13:58

              Deggendorf, Werftstraße                            09:00  10:00  11:00  12:00  13:00  14:00  15:00  16:00  17:00  18:00  19:00  09:00  10:00  11:00                             12:00  13:00  14:00

              Deggendorf, Technische Hochschule                  09:01  10:01  11:01  12:01  13:01  14:01  15:01  16:01  17:01  18:01  19:01  09:01  10:01  11:01                             12:01  13:01  14:01

